plot,treatment,focal,id.focal,seed,year,reserve
5A,0,VERO,12,2,2017,perenjori
3A,0,VERO,21,1,2017,perenjori
5B,1,VERO,129,26,2017,perenjori
8B,1,PTGA,4,10,2017,perenjori
1A,0,WAAC,4,6,2017,perenjori
5A,0,VERO,81,18,2017,perenjori
5B,1,VERO,169,NA,2017,perenjori
1A,0,PEAI,120,26,2017,perenjori
2A,0,PLDE,12,12,2017,perenjori
7A,0,PTGA,22,9,2017,perenjori
7A,0,PTGA,32,0,2017,perenjori
10B,1,VERO,10,0,2017,perenjori
3A,0,POLE,2,NA,2017,perenjori
3B,1,CHEI,11,NA,2017,perenjori
5A,0,VERO,208,2,2017,perenjori
5B,1,VERO,9,11,2017,perenjori
5A,0,VERO,205,2,2017,perenjori
5B,1,VERO,20,2,2017,perenjori
6A,0,PEAI,10,42,2017,perenjori
3A,0,VERO,31,NA,2017,perenjori
5A,0,VERO,13,3,2017,perenjori
5A,0,VERO,98,2,2017,perenjori
5A,0,VERO,166,9,2017,perenjori
3B,1,VERO,131,1,2017,perenjori
3A,0,UNKNOWN,28,NA,2017,perenjori
3B,1,VERO,69,2,2017,perenjori
7B,1,VERO,70,NA,2017,perenjori
1A,0,MEDI,36,2,2017,perenjori
5B,1,VERO,126,4,2017,perenjori
5A,0,VERO,20,NA,2017,perenjori
5A,0,VERO,167,7,2017,perenjori
7A,0,VERO,36,9,2017,perenjori
5A,0,VERO,100,0,2017,perenjori
3B,1,VERO,42,NA,2017,perenjori
5A,0,VERO,201,8,2017,perenjori
5A,0,VERO,3,1,2017,perenjori
5A,0,VERO,143,16,2017,perenjori
3B,1,VERO,67,NA,2017,perenjori
5B,1,VERO,107,2,2017,perenjori
2B,1,PLDE,6,9,2017,perenjori
6B,1,PTGA,3,0,2017,perenjori
3A,0,TRSP,2,6,2017,perenjori
5A,0,WAAC,4,7,2017,perenjori
7A,0,VERO,46,NA,2017,perenjori
5B,1,VERO,146,0,2017,perenjori
7B,1,VERO,21,6,2017,perenjori
3B,1,VERO,60,3,2017,perenjori
2A,0,PLDE,29,4,2017,perenjori
7A,0,VERO,26,10,2017,perenjori
9A,0,PTGA,14,NA,2017,perenjori
5A,0,VERO,136,2,2017,perenjori
10B,1,VERO,20,6,2017,perenjori
5B,1,VERO,21,3,2017,perenjori
5B,1,VERO,54,3,2017,perenjori
10A,0,VERO,7,NA,2017,perenjori
5A,0,VERO,160,3,2017,perenjori
5A,0,VERO,36,NA,2017,perenjori
10B,1,VERO,24,1,2017,perenjori
5A,0,VERO,37,NA,2017,perenjori
5B,1,VERO,32,2,2017,perenjori
10B,1,POCA,1,1,2017,perenjori
2A,0,VERO,47,1,2017,perenjori
7A,0,VERO,38,NA,2017,perenjori
7B,1,VERO,47,NA,2017,perenjori
5B,1,POCA,24,NA,2017,perenjori
5A,0,VERO,212,NA,2017,perenjori
5B,1,POCA,25,NA,2017,perenjori
7A,0,VERO,23,6,2017,perenjori
1A,0,GOBE,7,NA,2017,perenjori
5B,1,VERO,74,0,2017,perenjori
3B,1,WAAC,1,0,2017,perenjori
5A,0,VERO,23,3,2017,perenjori
3B,1,VERO,5,2,2017,perenjori
2A,0,PLDE,28,11,2017,perenjori
1A,0,WAAC,6,17,2017,perenjori
5B,1,POCA,4,5,2017,perenjori
5A,0,VERO,18,3,2017,perenjori
7A,0,PTGA,29,41,2017,perenjori
5A,0,VERO,49,1,2017,perenjori
5B,1,VERO,108,NA,2017,perenjori
9A,0,PTGA,1,24,2017,perenjori
10B,1,VERO,23,6,2017,perenjori
9A,0,PTGA,5,10,2017,perenjori
10B,1,VERO,37,0,2017,perenjori
10B,1,VERO,33,0,2017,perenjori
5B,1,POCA,21,3,2017,perenjori
3B,1,VERO,52,2,2017,perenjori
2B,1,WAAC,2,0,2017,perenjori
7A,0,PTGA,33,0,2017,perenjori
3A,0,CHEI,12,NA,2017,perenjori
1B,1,PTGA,6,7,2017,perenjori
5A,0,VERO,134,15,2017,perenjori
5B,1,POCA,22,6,2017,perenjori
6B,1,MEDI,1,NA,2017,perenjori
5B,1,VERO,83,1,2017,perenjori
5A,0,VERO,90,0,2017,perenjori
5A,0,VERO,209,NA,2017,perenjori
1A,0,GOBE,5,NA,2017,perenjori
7B,1,VERO,11,4,2017,perenjori
5A,0,VERO,58,13,2017,perenjori
7A,0,VERO,21,NA,2017,perenjori
2B,1,STFI,2,2,2017,perenjori
4A,0,VERO,73,0,2017,perenjori
6A,0,PEAI,16,153,2017,perenjori
5B,1,VERO,98,NA,2017,perenjori
7A,0,PTGA,40,12,2017,perenjori
9B,1,PEAI,32,NA,2017,perenjori
7B,1,VERO,4,0,2017,perenjori
7B,1,VERO,69,NA,2017,perenjori
10B,1,VERO,5,1,2017,perenjori
8B,1,ARCA,2,18,2017,perenjori
5A,0,VERO,118,2,2017,perenjori
7B,1,VERO,73,NA,2017,perenjori
5A,0,VERO,182,NA,2017,perenjori
3A,0,VERO,71,NA,2017,perenjori
3A,0,CHEI,40,NA,2017,perenjori
5A,0,VERO,75,3,2017,perenjori
3A,0,CHEI,42,NA,2017,perenjori
3B,1,CHEI,2,NA,2017,perenjori
10B,1,VERO,32,3,2017,perenjori
7B,1,POCA,1,NA,2017,perenjori
5B,1,VERO,157,1,2017,perenjori
5A,0,WAAC,6,6,2017,perenjori
5B,1,VERO,31,8,2017,perenjori
5A,0,VERO,94,NA,2017,perenjori
5A,0,VERO,184,0,2017,perenjori
5A,0,VERO,175,NA,2017,perenjori
3A,0,CHEI,31,NA,2017,perenjori
5B,1,VERO,45,11,2017,perenjori
4B,1,VERO,26,7,2017,perenjori
6A,0,PEAI,14,50,2017,perenjori
5A,0,VERO,22,2,2017,perenjori
9B,1,PEAI,33,NA,2017,perenjori
5B,1,POCA,32,NA,2017,perenjori
2A,0,VERO,59,NA,2017,perenjori
5B,1,WAAC,6,18,2017,perenjori
2B,1,STFI,1,4,2017,perenjori
4B,1,VERO,54,9,2017,perenjori
5B,1,WAAC,7,NA,2017,perenjori
3B,1,GOBE,1,12,2017,perenjori
5A,0,VERO,56,3,2017,perenjori
10B,1,POCA,16,0,2017,perenjori
1B,1,PEAI,337,32,2017,perenjori
5A,0,VERO,21,3,2017,perenjori
5A,0,VERO,119,3,2017,perenjori
3B,1,CHEI,13,NA,2017,perenjori
7A,0,PTGA,21,0,2017,perenjori
5A,0,VERO,164,NA,2017,perenjori
10B,1,VERO,40,13,2017,perenjori
7A,0,PTGA,16,14,2017,perenjori
5A,0,VERO,116,3,2017,perenjori
5B,1,VERO,95,4,2017,perenjori
8A,0,PTGA,11,44,2017,perenjori
7A,0,VERO,13,7,2017,perenjori
5A,0,GOBE,8,NA,2017,perenjori
5B,1,VERO,53,5,2017,perenjori
9B,1,PEAI,26,58,2017,perenjori
9B,1,PEAI,9,NA,2017,perenjori
8A,0,PLDE,4,6,2017,perenjori
7B,1,VERO,48,3,2017,perenjori
5B,1,VERO,96,2,2017,perenjori
5A,0,VERO,121,19,2017,perenjori
5B,1,VERO,49,6,2017,perenjori
2A,0,STFI,1,13,2017,perenjori
10A,0,VERO,8,NA,2017,perenjori
4B,1,VERO,25,3,2017,perenjori
4B,1,VERO,61,8,2017,perenjori
10A,0,VERO,6,NA,2017,perenjori
5A,0,VERO,87,8,2017,perenjori
6A,0,PEAI,15,58,2017,perenjori
5B,1,VERO,142,14,2017,perenjori
5A,0,VERO,176,2,2017,perenjori
5B,1,VERO,63,5,2017,perenjori
7B,1,VERO,66,6,2017,perenjori
10B,1,VERO,3,2,2017,perenjori
5A,0,VERO,27,6,2017,perenjori
5B,1,VERO,42,21,2017,perenjori
3A,0,CHEI,3,NA,2017,perenjori
5B,1,VERO,166,19,2017,perenjori
3A,0,VERO,52,6,2017,perenjori
1A,0,GOBE,2,10,2017,perenjori
5A,0,VERO,193,5,2017,perenjori
5A,0,VERO,43,9,2017,perenjori
5A,0,VERO,111,3,2017,perenjori
7A,0,TRCY,1,4,2017,perenjori
3B,1,VERO,9,3,2017,perenjori
3B,1,AUEL,1,39,2017,perenjori
7B,1,VERO,59,6,2017,perenjori
2A,0,PLDE,22,9,2017,perenjori
1A,0,PEAI,88,40,2017,perenjori
1A,0,GOBE,3,45,2017,perenjori
5B,1,VERO,161,4,2017,perenjori
5A,0,VERO,153,11,2017,perenjori
3A,0,POLE,1,75,2017,perenjori
3A,0,VERO,62,2,2017,perenjori
9B,1,CAER,6,NA,2017,perenjori
3B,1,VERO,97,NA,2017,perenjori
5A,0,VERO,66,2,2017,perenjori
5A,0,VERO,40,5,2017,perenjori
3B,1,VERO,30,NA,2017,perenjori
5A,0,VERO,196,NA,2017,perenjori
5A,0,VERO,62,2,2017,perenjori
1A,0,WAAC,3,0,2017,perenjori
3B,1,CHEI,12,NA,2017,perenjori
2A,0,PLDE,36,8,2017,perenjori
5A,0,VERO,5,NA,2017,perenjori
3A,0,VERO,48,8,2017,perenjori
2A,0,VERO,53,3,2017,perenjori
3B,1,VERO,80,3,2017,perenjori
7B,1,VERO,43,NA,2017,perenjori
6A,0,VERO,1,NA,2017,perenjori
7B,1,VERO,58,NA,2017,perenjori
5B,1,VERO,82,7,2017,perenjori
5A,0,VERO,16,5,2017,perenjori
5B,1,POCA,14,4,2017,perenjori
5A,0,VERO,15,2,2017,perenjori
7A,0,VERO,18,6,2017,perenjori
5A,0,VERO,71,15,2017,perenjori
3B,1,VERO,18,2,2017,perenjori
6A,0,PEAI,17,107,2017,perenjori
5B,1,VERO,143,13,2017,perenjori
5B,1,POCA,17,5,2017,perenjori
7B,1,VERO,44,6,2017,perenjori
7B,1,VERO,7,15,2017,perenjori
3A,0,AUEL,1,NA,2017,perenjori
3A,0,VERO,28,3,2017,perenjori
10B,1,VERO,9,4,2017,perenjori
5B,1,VERO,106,3,2017,perenjori
3B,1,VERO,68,2,2017,perenjori
5A,0,VERO,11,8,2017,perenjori
3B,1,VERO,66,NA,2017,perenjori
10B,1,VERO,38,4,2017,perenjori
1B,1,PTGA,7,33,2017,perenjori
8B,1,PTGA,35,4,2017,perenjori
5B,1,VERO,170,2,2017,perenjori
7B,1,PTGA,4,8,2017,perenjori
5A,0,VERO,186,2,2017,perenjori
5B,1,POCA,119,NA,2017,perenjori
5A,0,POCA,7,0,2017,perenjori
5A,0,VERO,113,4,2017,perenjori
5B,1,VERO,156,8,2017,perenjori
3A,0,VERO,66,0,2017,perenjori
4B,1,VERO,45,8,2017,perenjori
2A,0,PLDE,41,NA,2017,perenjori
5A,0,VERO,102,2,2017,perenjori
5B,1,VERO,87,10,2017,perenjori
1B,1,MEDI,43,NA,2017,perenjori
5B,1,VERO,47,7,2017,perenjori
5B,1,VERO,155,6,2017,perenjori
7A,0,VERO,39,NA,2017,perenjori
5B,1,VERO,43,5,2017,perenjori
2A,0,VERO,58,NA,2017,perenjori
5A,0,VERO,132,NA,2017,perenjori
2A,0,PLDE,44,13,2017,perenjori
7A,0,PTGA,23,3,2017,perenjori
5A,0,VERO,115,10,2017,perenjori
5A,0,VERO,73,7,2017,perenjori
5A,0,VERO,67,5,2017,perenjori
5A,0,VERO,59,2,2017,perenjori
2A,0,PLDE,30,14,2017,perenjori
9B,1,VERO,2,NA,2017,perenjori
7A,0,VERO,24,0,2017,perenjori
8B,1,PTGA,26,NA,2017,perenjori
2A,0,POLE,2,0,2017,perenjori
3B,1,VERO,71,4,2017,perenjori
6A,0,PEAI,19,375,2017,perenjori
7A,0,PTGA,31,NA,2017,perenjori
3B,1,VERO,53,8,2017,perenjori
5A,0,VERO,159,10,2017,perenjori
7A,0,VERO,16,6,2017,perenjori
1B,1,CAER,1,NA,2017,perenjori
3A,0,CHEI,35,NA,2017,perenjori
3B,1,VERO,28,0,2017,perenjori
3A,0,AUEL,7,11,2017,perenjori
2A,0,POCA,8,NA,2017,perenjori
3A,0,CHEI,10,NA,2017,perenjori
10B,1,VERO,8,7,2017,perenjori
3B,1,VERO,70,3,2017,perenjori
5B,1,GOOC,1,16,2017,perenjori
3B,1,CHEI,10,NA,2017,perenjori
5A,0,VERO,188,NA,2017,perenjori
2A,0,GOSP,1,10,2017,perenjori
3B,1,VERO,122,2,2017,perenjori
5A,0,VERO,149,NA,2017,perenjori
7B,1,VERO,68,NA,2017,perenjori
7B,1,VERO,27,1,2017,perenjori
5A,0,VERO,147,6,2017,perenjori
5B,1,VERO,65,6,2017,perenjori
5A,0,VERO,146,0,2017,perenjori
5B,1,VERO,3,11,2017,perenjori
7B,1,VERO,19,3,2017,perenjori
2A,0,PLDE,10,41,2017,perenjori
3B,1,VERO,36,5,2017,perenjori
5A,0,VERO,172,14,2017,perenjori
5A,0,VERO,55,4,2017,perenjori
5B,1,VERO,40,NA,2017,perenjori
5B,1,VERO,55,4,2017,perenjori
5B,1,VERO,50,2,2017,perenjori
3A,0,CHEI,1,NA,2017,perenjori
9B,1,CAER,19,117,2017,perenjori
5A,0,VERO,107,2,2017,perenjori
5B,1,VERO,23,6,2017,perenjori
5A,0,VERO,70,5,2017,perenjori
2B,1,POLE,2,NA,2017,perenjori
5B,1,VERO,18,3,2017,perenjori
7B,1,VERO,23,11,2017,perenjori
5A,0,VERO,108,27,2017,perenjori
5A,0,VERO,101,5,2017,perenjori
3B,1,VERO,43,8,2017,perenjori
7B,1,VERO,5,0,2017,perenjori
4A,0,VERO,131,0,2017,perenjori
5A,0,VERO,202,3,2017,perenjori
5B,1,VERO,30,NA,2017,perenjori
3A,0,AUEL,3,15,2017,perenjori
5B,1,VERO,8,6,2017,perenjori
5B,1,VERO,127,2,2017,perenjori
2A,0,PLDE,14,8,2017,perenjori
5A,0,POCA,18,NA,2017,perenjori
2A,0,PLDE,19,24,2017,perenjori
1A,0,GOBE,1,NA,2017,perenjori
5A,0,GOBE,2,5,2017,perenjori
5A,0,VERO,28,8,2017,perenjori
1B,1,PTGA,10,47,2017,perenjori
5A,0,VERO,195,12,2017,perenjori
2B,1,VERO,5,NA,2017,perenjori
3B,1,VERO,46,4,2017,perenjori
10B,1,VERO,18,7,2017,perenjori
5B,1,VERO,19,6,2017,perenjori
5A,0,VERO,31,6,2017,perenjori
5B,1,VERO,80,12,2017,perenjori
3B,1,VERO,63,2,2017,perenjori
7B,1,VERO,32,11,2017,perenjori
3A,0,VERO,50,5,2017,perenjori
7B,1,VERO,42,10,2017,perenjori
5A,0,VERO,198,2,2017,perenjori
3A,0,VERO,38,28,2017,perenjori
3A,0,VERO,59,9,2017,perenjori
5A,0,VERO,178,NA,2017,perenjori
5A,0,VERO,170,5,2017,perenjori
5A,0,VERO,138,0,2017,perenjori
10B,1,VERO,30,2,2017,perenjori
3A,0,VERO,22,4,2017,perenjori
5B,1,VERO,109,NA,2017,perenjori
3B,1,VERO,75,5,2017,perenjori
1B,1,MEDI,47,1,2017,perenjori
4B,1,VERO,69,NA,2017,perenjori
5B,1,VERO,152,NA,2017,perenjori
5B,1,VERO,36,10,2017,perenjori
5B,1,VERO,111,1,2017,perenjori
5B,1,VERO,132,14,2017,perenjori
5A,0,VERO,117,3,2017,perenjori
10B,1,VERO,14,0,2017,perenjori
5A,0,VERO,95,4,2017,perenjori
7B,1,VERO,49,6,2017,perenjori
3A,0,VERO,24,10,2017,perenjori
2A,0,PEAI,74,70,2017,perenjori
2B,1,PLDE,10,9,2017,perenjori
3A,0,WAAC,1,35,2017,perenjori
3B,1,VERO,113,2,2017,perenjori
5A,0,VERO,190,NA,2017,perenjori
10B,1,POCA,12,0,2017,perenjori
5A,0,VERO,63,NA,2017,perenjori
3A,0,VERO,36,4,2017,perenjori
3B,1,VERO,62,4,2017,perenjori
9A,0,POCA,4,0,2017,perenjori
5A,0,VERO,61,7,2017,perenjori
5A,0,VERO,105,9,2017,perenjori
5B,1,VERO,27,7,2017,perenjori
7B,1,VERO,2,8,2017,perenjori
3A,0,POLE,3,220,2017,perenjori
10B,1,VERO,27,4,2017,perenjori
5B,1,VERO,39,6,2017,perenjori
5B,1,VERO,139,3,2017,perenjori
3A,0,VERO,9,9,2017,perenjori
5A,0,VERO,6,4,2017,perenjori
5A,0,VERO,69,2,2017,perenjori
5A,0,VERO,33,6,2017,perenjori
3B,1,VERO,115,NA,2017,perenjori
5A,0,WAAC,5,22,2017,perenjori
5B,1,VERO,164,2,2017,perenjori
7A,0,HAOD,1,5,2017,perenjori
5B,1,VERO,33,5,2017,perenjori
5A,0,VERO,74,22,2017,perenjori
5A,0,VERO,203,0,2017,perenjori
2B,1,VERO,61,NA,2017,perenjori
1B,1,PTGA,3,10,2017,perenjori
9B,1,VERO,1,NA,2017,perenjori
5A,0,VERO,103,3,2017,perenjori
4A,0,VERO,100,NA,2017,perenjori
5A,0,VERO,207,4,2017,perenjori
5A,0,VERO,161,5,2017,perenjori
5A,0,VERO,123,4,2017,perenjori
3B,1,VERO,31,6,2017,perenjori
3B,1,VERO,45,9,2017,perenjori
5B,1,VERO,13,2,2017,perenjori
3A,0,CHEI,9,NA,2017,perenjori
2A,0,VERO,32,NA,2017,perenjori
1A,0,POCA,29,15,2017,perenjori
5A,0,VERO,129,4,2017,perenjori
7B,1,VERO,64,9,2017,perenjori
5B,1,VERO,67,3,2017,perenjori
3B,1,CHEI,3,NA,2017,perenjori
5A,0,VERO,30,8,2017,perenjori
7B,1,VERO,16,NA,2017,perenjori
3B,1,VERO,49,5,2017,perenjori
5A,0,VERO,1,6,2017,perenjori
3B,1,VERO,73,5,2017,perenjori
10B,1,VERO,34,17,2017,perenjori
7B,1,VERO,17,8,2017,perenjori
5A,0,VERO,112,13,2017,perenjori
2B,1,VERO,78,NA,2017,perenjori
5A,0,VERO,174,8,2017,perenjori
5A,0,POCA,12,15,2017,perenjori
5A,0,VERO,180,3,2017,perenjori
10B,1,VERO,22,26,2017,perenjori
5B,1,VERO,162,8,2017,perenjori
5B,1,VERO,22,4,2017,perenjori
2B,1,PLDE,7,23,2017,perenjori
10B,1,VERO,16,6,2017,perenjori
10B,1,VERO,13,0,2017,perenjori
5A,0,VERO,124,7,2017,perenjori
5A,0,GOBE,7,12,2017,perenjori
7A,0,VERO,25,NA,2017,perenjori
3B,1,VERO,50,9,2017,perenjori
5A,0,VERO,185,1,2017,perenjori
2B,1,VERO,21,2,2017,perenjori
5B,1,POCA,6,35,2017,perenjori
7A,0,VERO,5,12,2017,perenjori
5B,1,VERO,115,3,2017,perenjori
9B,1,PEAI,27,66,2017,perenjori
2A,0,PLDE,45,0,2017,perenjori
5B,1,VERO,28,3,2017,perenjori
2B,1,VERO,36,0,2017,perenjori
7B,1,VERO,20,9,2017,perenjori
3B,1,VERO,29,1,2017,perenjori
5B,1,VERO,91,2,2017,perenjori
5B,1,VERO,11,2,2017,perenjori
1A,0,GOBE,8,2,2017,perenjori
10B,1,VERO,21,0,2017,perenjori
3B,1,VERO,101,10,2017,perenjori
2A,0,VERO,34,3,2017,perenjori
7B,1,VERO,57,14,2017,perenjori
7B,1,VERO,60,5,2017,perenjori
3A,0,AUEL,4,12,2017,perenjori
5A,0,VERO,120,3,2017,perenjori
2B,1,VERO,55,10,2017,perenjori
2A,0,VERO,20,5,2017,perenjori
3B,1,VERO,51,9,2017,perenjori
5A,0,VERO,139,7,2017,perenjori
3B,1,VERO,76,NA,2017,perenjori
7B,1,VERO,29,10,2017,perenjori
5B,1,VERO,89,8,2017,perenjori
5B,1,VERO,25,2,2017,perenjori
7B,1,VERO,22,NA,2017,perenjori
3A,0,VERO,60,6,2017,perenjori
3B,1,VERO,34,5,2017,perenjori
3A,0,VERO,37,1,2017,perenjori
1B,1,MEDI,31,1,2017,perenjori
9A,0,AUEL,9,0,2017,perenjori
7B,1,VERO,41,4,2017,perenjori
2B,1,UNKNOWN,4,1,2017,perenjori
2B,1,VERO,62,4,2017,perenjori
5B,1,VERO,154,5,2017,perenjori
5A,0,VERO,168,13,2017,perenjori
7A,0,VERO,20,12,2017,perenjori
7A,0,VERO,10,5,2017,perenjori
3B,1,VERO,72,3,2017,perenjori
5A,0,VERO,151,NA,2017,perenjori
8B,1,AUEL,5,0,2017,perenjori
1B,1,MEDI,35,1,2017,perenjori
2B,1,VERO,76,10,2017,perenjori
1B,1,MEDI,38,NA,2017,perenjori
5A,0,VERO,177,4,2017,perenjori
5A,0,VERO,154,7,2017,perenjori
5B,1,POCA,123,NA,2017,perenjori
2B,1,VERO,7,6,2017,perenjori
5B,1,VERO,72,8,2017,perenjori
7B,1,VERO,56,5,2017,perenjori
8B,1,AUEL,14,1,2017,perenjori
2B,1,PLDE,1,20,2017,perenjori
3A,0,AUEL,2,37,2017,perenjori
6A,0,AUEL,2,4,2017,perenjori
2B,1,PLDE,4,20,2017,perenjori
5B,1,VERO,117,5,2017,perenjori
1A,0,WAAC,1,NA,2017,perenjori
5B,1,VERO,78,2,2017,perenjori
5A,0,VERO,10,9,2017,perenjori
5B,1,VERO,56,9,2017,perenjori
5A,0,VERO,126,6,2017,perenjori
5A,0,VERO,9,9,2017,perenjori
5B,1,POCA,122,NA,2017,perenjori
7A,0,VERO,37,3,2017,perenjori
3A,0,AUEL,5,12,2017,perenjori
5B,1,VERO,138,3,2017,perenjori
5A,0,VERO,76,2,2017,perenjori
3B,1,CHEI,4,NA,2017,perenjori
5B,1,POCA,23,NA,2017,perenjori
5A,0,VERO,65,7,2017,perenjori
5A,0,VERO,34,5,2017,perenjori
5A,0,VERO,191,1,2017,perenjori
6A,0,POCA,1,60,2017,perenjori
5B,1,POCA,120,NA,2017,perenjori
7A,0,VERO,32,10,2017,perenjori
5B,1,POCA,121,NA,2017,perenjori
3A,0,VERO,32,0,2017,perenjori
3B,1,VERO,95,2,2017,perenjori
3A,0,VERO,10,NA,2017,perenjori
5A,0,VERO,179,6,2017,perenjori
5A,0,VERO,157,7,2017,perenjori
9B,1,AUEL,7,13,2017,perenjori
5B,1,VERO,114,4,2017,perenjori
7B,1,VERO,8,11,2017,perenjori
5A,0,VERO,93,2,2017,perenjori
3B,1,VERO,47,0,2017,perenjori
1B,1,MEDI,61,1,2017,perenjori
3B,1,VERO,61,7,2017,perenjori
5B,1,VERO,86,2,2017,perenjori
5A,0,VERO,150,NA,2017,perenjori
5B,1,VERO,7,2,2017,perenjori
1B,1,MEDI,52,1,2017,perenjori
5A,0,VERO,211,NA,2017,perenjori
5A,0,VERO,88,5,2017,perenjori
10B,1,VERO,28,3,2017,perenjori
3A,0,VERO,14,9,2017,perenjori
1B,1,POCA,19,38,2017,perenjori
5A,0,POCA,16,NA,2017,perenjori
7B,1,VERO,6,3,2017,perenjori
5B,1,POCA,31,NA,2017,perenjori
3A,0,VERO,35,10,2017,perenjori
3B,1,VERO,93,NA,2017,perenjori
2B,1,VERO,8,2,2017,perenjori
3A,0,VERO,46,0,2017,perenjori
5A,0,VERO,144,5,2017,perenjori
3B,1,VERO,96,6,2017,perenjori
3B,1,VERO,54,9,2017,perenjori
5B,1,VERO,92,7,2017,perenjori
5B,1,VERO,113,2,2017,perenjori
3B,1,VERO,65,8,2017,perenjori
7B,1,VERO,53,12,2017,perenjori
2B,1,PLDE,5,7,2017,perenjori
5A,0,VERO,133,5,2017,perenjori
6B,1,ARCA,1,NA,2017,perenjori
5A,0,VERO,84,3,2017,perenjori
5B,1,VERO,85,4,2017,perenjori
7A,0,VERO,4,5,2017,perenjori
9A,0,POCA,2,NA,2017,perenjori
5A,0,VERO,52,15,2017,perenjori
