year,focal,seeds.fruit,plot,subplot,fruits.panicle
2015,BEMA,4,NA,NA,NA
2015,CETE,146,NA,NA,NA
2015,CHFU,63,NA,NA,NA
2015,CHMI,47,NA,NA,NA
2015,COSQ,4,NA,NA,NA
2015,FRPU,80,NA,NA,NA
2015,HOMA,15,NA,NA,NA
2015,LEMA,55,NA,NA,NA
2015,LYTR,41,NA,NA,NA
2015,MEEL,1,NA,NA,NA
2015,MEPO,4,NA,NA,NA
2015,MESU,2,NA,NA,NA
2015,PAIN,23,NA,NA,NA
2015,PLCO,34,NA,NA,NA
2015,POMA,140,NA,NA,NA
2015,POMO,77,NA,NA,NA
2015,PUPA,68,NA,NA,NA
2015,RAPE,8,NA,NA,NA
2015,SASO,2,NA,NA,NA
2015,SCLA,38,NA,NA,NA
2015,SOAS,29,NA,NA,NA
2015,SPRU,47,NA,NA,NA
2015,SUSP,4,NA,NA,NA
2015,CRCR,8,NA,NA,NA
2016,BEMA,4,NA,NA,NA
2016,CETE,338,NA,NA,NA
2016,CHFU,84,NA,NA,NA
2016,CHMI,55,NA,NA,NA
2016,FRPU,52,NA,NA,NA
2016,HOMA,12,NA,NA,NA
2016,LEMA,48,NA,NA,NA
2016,MEEL,1,NA,NA,NA
2016,MESU,2,NA,NA,NA
2016,PAIN,1,NA,NA,NA
2016,PLCO,22,NA,NA,NA
2016,POMA,86,NA,NA,NA
2016,POMO,61,NA,NA,NA
2016,PUPA,90,NA,NA,NA
2016,SASO,2,NA,NA,NA
2016,SCLA,24,NA,NA,NA
2016,SOAS,45,NA,NA,NA
2016,SPRU,84,NA,NA,NA
2016,SUSP,4,NA,NA,NA
2019,CHFU,76,1,A1,1
2019,CHFU,76,1,A2,1
2019,CHFU,152,1,A3,2
2019,CHFU,152,1,A5,2
2019,CHFU,152,1,B1,2
2019,CHFU,152,1,B2,2
2019,CHFU,380,1,B3,5
2019,CHFU,532,1,B4,7
2019,CHFU,76,1,B5,1
2019,CHFU,76,1,C1,1
2019,CHFU,76,1,C2,1
2019,CHFU,228,1,C3,3
2019,CHFU,76,1,C4,1
2019,CHFU,152,1,C5,2
2019,CHFU,152,1,C6,2
2019,CHFU,228,1,D1,3
2019,CHFU,228,1,D2,3
2019,CHFU,228,1,D3,3
2019,CHFU,76,1,D4,1
2019,CHFU,152,1,D5,2
2019,CHFU,152,1,D6,2
2019,CHFU,152,1,E1,2
2019,CHFU,76,1,E2,1
2019,CHFU,152,1,E3,2
2019,CHFU,76,1,E4,1
2019,CHFU,684,1,E5,9
2019,CHFU,228,1,E6,3
2019,CHFU,76,1,F1,1
2019,CHFU,76,1,F2,1
2019,CHFU,76,1,F3,1
2019,CHFU,152,1,F4,2
2019,CHFU,152,1,F5,2
2019,CHFU,380,1,F6,5
2019,CHFU,76,2,A1,1
2019,CHFU,380,2,A2,5
2019,CHFU,152,2,A3,2
2019,CHFU,304,2,A4,4
2019,CHFU,380,2,A5,5
2019,CHFU,228,2,A6,3
2019,CHFU,152,2,B1,2
2019,CHFU,152,2,B2,2
2019,CHFU,380,2,B3,5
2019,CHFU,76,2,B4,1
2019,CHFU,456,2,C1,6
2019,CHFU,152,2,C2,2
2019,CHFU,228,2,C3,3
2019,CHFU,152,2,C4,2
2019,CHFU,228,2,D1,3
2019,CHFU,152,2,D2,2
2019,CHFU,152,2,D3,2
2019,CHFU,304,2,D4,4
2019,CHFU,76,2,E1,1
2019,CHFU,228,2,E2,3
2019,CHFU,152,2,E3,2
2019,CHFU,228,2,E4,3
2019,CHFU,152,2,E6,2
2019,CHFU,76,2,F1,1
2019,CHFU,152,2,F2,2
2019,CHFU,152,2,F3,2
2019,CHFU,380,2,F4,5
2019,CHFU,304,2,F5,4
2019,CHFU,76,2,F6,1
2019,CHFU,304,3,A1,4
2019,CHFU,456,3,A2,6
2019,CHFU,532,3,A3,7
2019,CHFU,152,3,A4,2
2019,CHFU,76,3,A6,1
2019,CHFU,152,3,B1,2
2019,CHFU,152,3,B2,2
2019,CHFU,76,3,B3,1
2019,CHFU,76,3,B4,1
2019,CHFU,76,3,B5,1
2019,CHFU,152,3,B6,2
2019,CHFU,76,3,C3,1
2019,CHFU,76,3,C4,1
2019,CHFU,152,3,C5,2
2019,CHFU,152,3,C6,2
2019,CHFU,76,3,D2,1
2019,CHFU,76,3,D4,1
2019,CHFU,76,3,D5,1
2019,CHFU,76,3,E1,1
2019,CHFU,76,3,E2,1
2019,CHFU,76,3,E3,1
2019,CHFU,76,3,E4,1
2019,CHFU,76,3,F1,1
2019,CHFU,152,3,F2,2
2019,CHFU,304,3,F4,4
2019,CHFU,152,3,F5,2
2019,CHFU,76,3,F6,1
2019,CHFU,152,4,A1,2
2019,CHFU,380,4,A2,5
2019,CHFU,152,4,A3,2
2019,CHFU,760,4,A4,10
2019,CHFU,380,4,A5,5
2019,CHFU,228,4,A6,3
2019,CHFU,76,4,B1,1
2019,CHFU,532,4,B2,7
2019,CHFU,684,4,B3,9
2019,CHFU,76,4,B4,1
2019,CHFU,532,4,B5,7
2019,CHFU,380,4,B6,5
2019,CHFU,532,4,C1,7
2019,CHFU,380,4,C2,5
2019,CHFU,912,4,C3,12
2019,CHFU,760,4,C4,10
2019,CHFU,152,4,C5,2
2019,CHFU,228,4,C6,3
2019,CHFU,456,4,D1,6
2019,CHFU,152,4,D2,2
2019,CHFU,228,4,D3,3
2019,CHFU,152,4,D4,2
2019,CHFU,152,4,D5,2
2019,CHFU,380,4,D6,5
2019,CHFU,380,4,E1,5
2019,CHFU,532,4,E2,7
2019,CHFU,304,4,E3,4
2019,CHFU,152,4,E4,2
2019,CHFU,684,4,E5,9
2019,CHFU,456,4,E6,6
2019,CHFU,380,4,F1,5
2019,CHFU,152,4,F2,2
2019,CHFU,152,4,F3,2
2019,CHFU,228,4,F4,3
2019,CHFU,152,4,F5,2
2019,CHFU,304,4,F6,4
2019,CHFU,684,5,A1,9
2019,CHFU,1064,5,A2,14
2019,CHFU,228,5,A3,3
2019,CHFU,836,5,A4,11
2019,CHFU,152,5,A5,2
2019,CHFU,228,5,A6,3
2019,CHFU,608,5,B1,8
2019,CHFU,836,5,B2,11
2019,CHFU,228,5,B3,3
2019,CHFU,304,5,B4,4
2019,CHFU,532,5,B5,7
2019,CHFU,380,5,B6,5
2019,CHFU,988,5,C1,13
2019,CHFU,684,5,C2,9
2019,CHFU,380,5,C3,5
2019,CHFU,76,5,C4,1
2019,CHFU,152,5,C5,2
2019,CHFU,228,5,C6,3
2019,CHFU,456,5,D1,6
2019,CHFU,1140,5,D2,15
2019,CHFU,228,5,D3,3
2019,CHFU,532,5,D4,7
2019,CHFU,304,5,D5,4
2019,CHFU,76,5,D6,1
2019,CHFU,684,5,E1,9
2019,CHFU,380,5,E2,5
2019,CHFU,532,5,E3,7
2019,CHFU,532,5,E4,7
2019,CHFU,304,5,E5,4
2019,CHFU,76,5,E6,1
2019,CHFU,304,5,F1,4
2019,CHFU,684,5,F2,9
2019,CHFU,380,5,F3,5
2019,CHFU,836,5,F4,11
2019,CHFU,380,5,F5,5
2019,CHFU,304,6,A1,4
2019,CHFU,228,6,A2,3
2019,CHFU,228,6,A3,3
2019,CHFU,152,6,A4,2
2019,CHFU,228,6,A5,3
2019,CHFU,152,6,A6,2
2019,CHFU,304,6,B1,4
2019,CHFU,152,6,B2,2
2019,CHFU,228,6,B3,3
2019,CHFU,152,6,B4,2
2019,CHFU,228,6,B5,3
2019,CHFU,380,6,B6,5
2019,CHFU,456,6,C1,6
2019,CHFU,152,6,C2,2
2019,CHFU,228,6,C3,3
2019,CHFU,380,6,C4,5
2019,CHFU,304,6,C5,4
2019,CHFU,228,6,C6,3
2019,CHFU,228,6,D1,3
2019,CHFU,532,6,D2,7
2019,CHFU,1292,6,D3,17
2019,CHFU,608,6,D4,8
2019,CHFU,380,6,D5,5
2019,CHFU,228,6,D6,3
2019,CHFU,380,6,E1,5
2019,CHFU,380,6,E2,5
2019,CHFU,228,6,E3,3
2019,CHFU,760,6,E4,10
2019,CHFU,152,6,E5,2
2019,CHFU,152,6,E6,2
2019,CHFU,532,6,F1,7
2019,CHFU,456,6,F2,6
2019,CHFU,152,6,F3,2
2019,CHFU,228,6,F4,3
2019,CHFU,228,6,F5,3
2019,CHFU,152,6,F6,2
2019,CHFU,456,7,A1,6
2019,CHFU,608,7,A2,8
2019,CHFU,304,7,A3,4
2019,CHFU,304,7,A4,4
2019,CHFU,456,7,A5,6
2019,CHFU,456,7,A6,6
2019,CHFU,1140,7,B1,15
2019,CHFU,608,7,B2,8
2019,CHFU,912,7,B4,12
2019,CHFU,684,7,B5,9
2019,CHFU,456,7,B6,6
2019,CHFU,456,7,C1,6
2019,CHFU,380,7,C2,5
2019,CHFU,1064,7,C3,14
2019,CHFU,304,7,C4,4
2019,CHFU,304,7,C5,4
2019,CHFU,684,7,C6,9
2019,CHFU,608,7,D1,8
2019,CHFU,532,7,D3,7
2019,CHFU,760,7,D4,10
2019,CHFU,912,7,D5,12
2019,CHFU,608,7,D6,8
2019,CHFU,76,7,E1,1
2019,CHFU,228,7,E2,3
2019,CHFU,380,7,E3,5
2019,CHFU,532,7,E4,7
2019,CHFU,684,7,E5,9
2019,CHFU,152,7,E6,2
2019,CHFU,1140,7,F3,15
2019,CHFU,608,7,F4,8
2019,CHFU,988,7,F5,13
2019,CHFU,760,7,F6,10
2019,CHFU,684,8,A1,9
2019,CHFU,760,8,A2,10
2019,CHFU,1140,8,A3,15
2019,CHFU,532,8,A4,7
2019,CHFU,532,8,A5,7
2019,CHFU,760,8,A6,10
2019,CHFU,532,8,B1,7
2019,CHFU,608,8,B2,8
2019,CHFU,760,8,B3,10
2019,CHFU,836,8,B4,11
2019,CHFU,228,8,B5,3
2019,CHFU,304,8,B6,4
2019,CHFU,456,8,C1,6
2019,CHFU,608,8,C2,8
2019,CHFU,532,8,C3,7
2019,CHFU,608,8,C4,8
2019,CHFU,912,8,C5,12
2019,CHFU,608,8,C6,8
2019,CHFU,532,8,D1,7
2019,CHFU,380,8,D2,5
2019,CHFU,380,8,D3,5
2019,CHFU,304,8,D4,4
2019,CHFU,228,8,D5,3
2019,CHFU,380,8,D6,5
2019,CHFU,608,8,E1,8
2019,CHFU,836,8,E2,11
2019,CHFU,532,8,E3,7
2019,CHFU,532,8,E4,7
2019,CHFU,456,8,E5,6
2019,CHFU,304,8,E6,4
2019,CHFU,304,8,F1,4
2019,CHFU,760,8,F2,10
2019,CHFU,608,8,F3,8
2019,CHFU,836,8,F4,11
2019,CHFU,1140,8,F5,15
2019,CHFU,684,8,F6,9
2019,CHFU,152,9,A1,2
2019,CHFU,380,9,A2,5
2019,CHFU,152,9,A3,2
2019,CHFU,152,9,A4,2
2019,CHFU,152,9,A5,2
2019,CHFU,304,9,A6,4
2019,CHFU,152,9,B1,2
2019,CHFU,152,9,B2,2
2019,CHFU,152,9,B3,2
2019,CHFU,76,9,B4,1
2019,CHFU,228,9,B5,3
2019,CHFU,152,9,B6,2
2019,CHFU,76,9,C1,1
2019,CHFU,152,9,C2,2
2019,CHFU,152,9,C3,2
2019,CHFU,152,9,C4,2
2019,CHFU,228,9,C5,3
2019,CHFU,76,9,C6,1
2019,CHFU,304,9,D1,4
2019,CHFU,152,9,D2,2
2019,CHFU,228,9,D3,3
2019,CHFU,304,9,D4,4
2019,CHFU,228,9,D5,3
2019,CHFU,152,9,D6,2
2019,CHFU,152,9,E1,2
2019,CHFU,152,9,E2,2
2019,CHFU,228,9,E3,3
2019,CHFU,228,9,E4,3
2019,CHFU,152,9,E5,2
2019,CHFU,304,9,E6,4
2019,CHFU,152,9,F1,2
2019,CHFU,228,9,F2,3
2019,CHFU,152,9,F3,2
2019,CHFU,304,9,F4,4
2019,CHFU,228,9,F5,3
2019,CHFU,456,9,F6,6
2019,HOMA,23,1,A1,1
2019,HOMA,23,1,A2,1
2019,HOMA,23,1,A3,1
2019,HOMA,23,1,A4,1
2019,HOMA,23,1,A5,1
2019,HOMA,23,1,A6,1
2019,HOMA,23,1,B1,1
2019,HOMA,23,1,B2,1
2019,HOMA,23,1,B3,1
2019,HOMA,23,1,B4,1
2019,HOMA,23,1,B5,1
2019,HOMA,23,1,B6,1
2019,HOMA,23,1,C1,1
2019,HOMA,23,1,C2,1
2019,HOMA,23,1,C3,1
2019,HOMA,23,1,C4,1
2019,HOMA,23,1,C5,1
2019,HOMA,23,1,C6,1
2019,HOMA,23,1,D1,1
2019,HOMA,23,1,D2,1
2019,HOMA,23,1,D3,1
2019,HOMA,23,1,D4,1
2019,HOMA,23,1,D5,1
2019,HOMA,23,1,D6,1
2019,HOMA,23,1,E1,1
2019,HOMA,23,1,E2,1
2019,HOMA,23,1,E3,1
2019,HOMA,23,1,E4,1
2019,HOMA,23,1,E5,1
2019,HOMA,23,1,E6,1
2019,HOMA,23,1,F1,1
2019,HOMA,23,1,F2,1
2019,HOMA,23,1,F3,1
2019,HOMA,23,1,F4,1
2019,HOMA,23,1,F5,1
2019,HOMA,23,1,F6,1
2019,HOMA,23,2,A1,1
2019,HOMA,23,2,A2,1
2019,HOMA,23,2,A3,1
2019,HOMA,23,2,A4,1
2019,HOMA,23,2,A5,1
2019,HOMA,23,2,A6,1
2019,HOMA,23,2,B1,1
2019,HOMA,23,2,B2,1
2019,HOMA,23,2,B3,1
2019,HOMA,23,2,B4,1
2019,HOMA,23,2,B5,1
2019,HOMA,23,2,B6,1
2019,HOMA,23,2,C1,1
2019,HOMA,23,2,C2,1
2019,HOMA,23,2,C3,1
2019,HOMA,23,2,C4,1
2019,HOMA,23,2,C5,1
2019,HOMA,23,2,C6,1
2019,HOMA,23,2,D1,1
2019,HOMA,23,2,D2,1
2019,HOMA,23,2,D3,1
2019,HOMA,23,2,D4,1
2019,HOMA,23,2,D5,1
2019,HOMA,23,2,D6,1
2019,HOMA,23,2,E1,1
2019,HOMA,23,2,E2,1
2019,HOMA,23,2,E3,1
2019,HOMA,23,2,E4,1
2019,HOMA,23,2,E5,1
2019,HOMA,23,2,E6,1
2019,HOMA,23,2,F1,1
2019,HOMA,23,2,F2,1
2019,HOMA,23,2,F3,1
2019,HOMA,23,2,F4,1
2019,HOMA,23,2,F5,1
2019,HOMA,23,2,F6,1
2019,HOMA,23,3,A1,1
2019,HOMA,23,3,A2,1
2019,HOMA,23,3,A3,1
2019,HOMA,23,3,A4,1
2019,HOMA,23,3,A5,1
2019,HOMA,23,3,A6,1
2019,HOMA,23,3,B1,1
2019,HOMA,23,3,B2,1
2019,HOMA,23,3,B3,1
2019,HOMA,23,3,B4,1
2019,HOMA,23,3,B5,1
2019,HOMA,23,3,B6,1
2019,HOMA,23,3,C1,1
2019,HOMA,23,3,C2,1
2019,HOMA,23,3,C3,1
2019,HOMA,23,3,C4,1
2019,HOMA,23,3,C5,1
2019,HOMA,23,3,C6,1
2019,HOMA,23,3,D1,1
2019,HOMA,23,3,D2,1
2019,HOMA,23,3,D3,1
2019,HOMA,23,3,D4,1
2019,HOMA,23,3,D5,1
2019,HOMA,23,3,D6,1
2019,HOMA,23,3,E1,1
2019,HOMA,23,3,E2,1
2019,HOMA,23,3,E3,1
2019,HOMA,23,3,E4,1
2019,HOMA,23,3,E5,1
2019,HOMA,23,3,E6,1
2019,HOMA,23,3,F1,1
2019,HOMA,23,3,F2,1
2019,HOMA,23,3,F3,1
2019,HOMA,23,3,F4,1
2019,HOMA,23,3,F5,1
2019,HOMA,23,3,F6,1
2019,HOMA,23,4,A1,1
2019,HOMA,23,4,A2,1
2019,HOMA,23,4,A3,1
2019,HOMA,23,4,A4,1
2019,HOMA,23,4,A5,1
2019,HOMA,23,4,A6,1
2019,HOMA,23,4,B1,1
2019,HOMA,23,4,B2,1
2019,HOMA,23,4,B3,1
2019,HOMA,23,4,B4,1
2019,HOMA,23,4,B5,1
2019,HOMA,23,4,B6,1
2019,HOMA,23,4,C1,1
2019,HOMA,23,4,C2,1
2019,HOMA,23,4,C3,1
2019,HOMA,23,4,C4,1
2019,HOMA,23,4,C5,1
2019,HOMA,23,4,C6,1
2019,HOMA,23,4,D1,1
2019,HOMA,23,4,D2,1
2019,HOMA,23,4,D3,1
2019,HOMA,23,4,D4,1
2019,HOMA,23,4,D5,1
2019,HOMA,23,4,D6,1
2019,HOMA,23,4,E1,1
2019,HOMA,23,4,E2,1
2019,HOMA,23,4,E3,1
2019,HOMA,23,4,E4,1
2019,HOMA,23,4,E5,1
2019,HOMA,23,4,E6,1
2019,HOMA,23,4,F1,1
2019,HOMA,23,4,F2,1
2019,HOMA,23,4,F3,1
2019,HOMA,23,4,F4,1
2019,HOMA,23,4,F5,1
2019,HOMA,23,4,F6,1
2019,HOMA,23,5,A1,1
2019,HOMA,23,5,A2,1
2019,HOMA,23,5,A3,1
2019,HOMA,23,5,A4,1
2019,HOMA,23,5,A5,1
2019,HOMA,23,5,A6,1
2019,HOMA,23,5,B1,1
2019,HOMA,23,5,B2,1
2019,HOMA,23,5,B3,1
2019,HOMA,23,5,B4,1
2019,HOMA,23,5,B5,1
2019,HOMA,23,5,B6,1
2019,HOMA,23,5,C1,1
2019,HOMA,23,5,C2,1
2019,HOMA,23,5,C3,1
2019,HOMA,23,5,C4,1
2019,HOMA,23,5,C5,1
2019,HOMA,23,5,C6,1
2019,HOMA,23,5,D1,1
2019,HOMA,23,5,D2,1
2019,HOMA,23,5,D3,1
2019,HOMA,23,5,D4,1
2019,HOMA,23,5,D5,1
2019,HOMA,23,5,D6,1
2019,HOMA,23,5,E1,1
2019,HOMA,23,5,E2,1
2019,HOMA,23,5,E3,1
2019,HOMA,23,5,E4,1
2019,HOMA,23,5,E5,1
2019,HOMA,23,5,E6,1
2019,HOMA,23,5,F1,1
2019,HOMA,23,5,F2,1
2019,HOMA,23,5,F3,1
2019,HOMA,23,5,F4,1
2019,HOMA,23,5,F5,1
2019,HOMA,23,5,F6,1
2019,HOMA,23,6,A1,1
2019,HOMA,23,6,A2,1
2019,HOMA,23,6,A3,1
2019,HOMA,23,6,A4,1
2019,HOMA,23,6,A5,1
2019,HOMA,23,6,A6,1
2019,HOMA,23,6,B1,1
2019,HOMA,23,6,B2,1
2019,HOMA,23,6,B3,1
2019,HOMA,23,6,B4,1
2019,HOMA,23,6,B5,1
2019,HOMA,23,6,B6,1
2019,HOMA,23,6,C1,1
2019,HOMA,23,6,C2,1
2019,HOMA,23,6,C3,1
2019,HOMA,23,6,C4,1
2019,HOMA,23,6,C5,1
2019,HOMA,23,6,C6,1
2019,HOMA,23,6,D1,1
2019,HOMA,23,6,D2,1
2019,HOMA,23,6,D3,1
2019,HOMA,23,6,D4,1
2019,HOMA,23,6,D5,1
2019,HOMA,23,6,D6,1
2019,HOMA,23,6,E1,1
2019,HOMA,23,6,E2,1
2019,HOMA,23,6,E3,1
2019,HOMA,23,6,E4,1
2019,HOMA,23,6,E5,1
2019,HOMA,23,6,E6,1
2019,HOMA,23,6,F1,1
2019,HOMA,23,6,F2,1
2019,HOMA,23,6,F3,1
2019,HOMA,23,6,F4,1
2019,HOMA,23,6,F5,1
2019,HOMA,23,6,F6,1
2019,HOMA,23,7,A2,1
2019,HOMA,23,7,B6,1
2019,HOMA,23,7,E6,1
2019,HOMA,23,8,C2,1
2019,HOMA,23,8,C6,1
2019,HOMA,23,8,D3,1
2019,HOMA,23,8,D4,1
2019,HOMA,23,8,E2,1
2019,HOMA,23,8,E4,1
2019,HOMA,23,8,F3,1
2019,HOMA,23,8,F4,1
2019,HOMA,23,9,B1,1
2019,HOMA,23,9,C1,1
2019,HOMA,23,9,C2,1
2019,HOMA,23,9,C3,1
2019,HOMA,23,9,D1,1
2019,HOMA,23,9,D2,1
2019,HOMA,23,9,D3,1
2019,HOMA,23,9,D4,1
2019,HOMA,23,9,E1,1
2019,HOMA,23,9,E2,1
2019,HOMA,23,9,E3,1
2019,HOMA,23,9,E4,1
2019,HOMA,23,9,E5,1
2019,HOMA,23,9,E6,1
2019,HOMA,23,9,F1,1
2019,HOMA,23,9,F2,1
2019,HOMA,23,9,F3,1
2019,HOMA,23,9,F4,1
2019,HOMA,23,9,F5,1
2019,HOMA,23,9,F6,1
2019,LEMA,192,1,A1,3
2019,LEMA,128,1,A2,2
2019,LEMA,128,1,A3,2
2019,LEMA,128,1,A4,2
2019,LEMA,256,1,A5,4
2019,LEMA,128,1,A6,2
2019,LEMA,128,1,B1,2
2019,LEMA,128,1,B2,2
2019,LEMA,128,1,B3,2
2019,LEMA,192,1,B4,3
2019,LEMA,384,1,B5,6
2019,LEMA,192,1,B6,3
2019,LEMA,128,1,C1,2
2019,LEMA,128,1,C2,2
2019,LEMA,128,1,C3,2
2019,LEMA,128,1,C4,2
2019,LEMA,64,1,C5,1
2019,LEMA,128,1,C6,2
2019,LEMA,192,1,D1,3
2019,LEMA,192,1,D2,3
2019,LEMA,128,1,D3,2
2019,LEMA,192,1,D4,3
2019,LEMA,128,1,D5,2
2019,LEMA,128,1,D6,2
2019,LEMA,192,1,E1,3
2019,LEMA,256,1,E2,4
2019,LEMA,192,1,E3,3
2019,LEMA,256,1,E4,4
2019,LEMA,192,1,E5,3
2019,LEMA,256,1,E6,4
2019,LEMA,128,1,F1,2
2019,LEMA,128,1,F2,2
2019,LEMA,128,1,F3,2
2019,LEMA,192,1,F4,3
2019,LEMA,256,1,F5,4
2019,LEMA,192,1,F6,3
2019,LEMA,128,2,A1,2
2019,LEMA,192,2,A2,3
2019,LEMA,64,2,A3,1
2019,LEMA,192,2,A4,3
2019,LEMA,192,2,A5,3
2019,LEMA,320,2,A6,5
2019,LEMA,192,2,B1,3
2019,LEMA,128,2,B2,2
2019,LEMA,128,2,B3,2
2019,LEMA,192,2,B4,3
2019,LEMA,192,2,B5,3
2019,LEMA,256,2,B6,4
2019,LEMA,320,2,C1,5
2019,LEMA,256,2,C2,4
2019,LEMA,384,2,C3,6
2019,LEMA,192,2,C4,3
2019,LEMA,512,2,C5,8
2019,LEMA,384,2,C6,6
2019,LEMA,384,2,D1,6
2019,LEMA,192,2,D2,3
2019,LEMA,192,2,D3,3
2019,LEMA,128,2,D4,2
2019,LEMA,192,2,D5,3
2019,LEMA,384,2,D6,6
2019,LEMA,192,2,E1,3
2019,LEMA,256,2,E2,4
2019,LEMA,128,2,E3,2
2019,LEMA,128,2,E4,2
2019,LEMA,128,2,E5,2
2019,LEMA,384,2,E6,6
2019,LEMA,192,2,F1,3
2019,LEMA,128,2,F2,2
2019,LEMA,256,2,F3,4
2019,LEMA,384,2,F4,6
2019,LEMA,256,2,F5,4
2019,LEMA,256,2,F6,4
2019,LEMA,128,3,A1,2
2019,LEMA,128,3,A2,2
2019,LEMA,128,3,A3,2
2019,LEMA,64,3,A4,1
2019,LEMA,64,3,A5,1
2019,LEMA,64,3,A6,1
2019,LEMA,128,3,B1,2
2019,LEMA,64,3,B2,1
2019,LEMA,64,3,B3,1
2019,LEMA,64,3,B4,1
2019,LEMA,128,3,B5,2
2019,LEMA,64,3,B6,1
2019,LEMA,64,3,C1,1
2019,LEMA,64,3,C2,1
2019,LEMA,64,3,C3,1
2019,LEMA,64,3,C4,1
2019,LEMA,64,3,C5,1
2019,LEMA,64,3,C6,1
2019,LEMA,64,3,D1,1
2019,LEMA,64,3,D2,1
2019,LEMA,64,3,D3,1
2019,LEMA,64,3,D4,1
2019,LEMA,64,3,D5,1
2019,LEMA,64,3,D6,1
2019,LEMA,64,3,E1,1
2019,LEMA,64,3,E2,1
2019,LEMA,128,3,E3,2
2019,LEMA,128,3,E4,2
2019,LEMA,128,3,E5,2
2019,LEMA,128,3,E6,2
2019,LEMA,128,3,F1,2
2019,LEMA,128,3,F2,2
2019,LEMA,64,3,F3,1
2019,LEMA,192,3,F4,3
2019,LEMA,128,3,F5,2
2019,LEMA,128,3,F6,2
2019,LEMA,128,4,A1,2
2019,LEMA,192,4,A2,3
2019,LEMA,448,4,A3,7
2019,LEMA,192,4,A4,3
2019,LEMA,192,4,A5,3
2019,LEMA,128,4,A6,2
2019,LEMA,192,4,B1,3
2019,LEMA,448,4,B2,7
2019,LEMA,384,4,B3,6
2019,LEMA,576,4,B4,9
2019,LEMA,192,4,B5,3
2019,LEMA,192,4,C1,3
2019,LEMA,448,4,C2,7
2019,LEMA,448,4,C3,7
2019,LEMA,128,4,C4,2
2019,LEMA,128,4,C5,2
2019,LEMA,192,4,C6,3
2019,LEMA,128,4,D1,2
2019,LEMA,64,4,D2,1
2019,LEMA,128,4,D3,2
2019,LEMA,256,4,D4,4
2019,LEMA,192,4,D5,3
2019,LEMA,320,4,E1,5
2019,LEMA,256,4,E2,4
2019,LEMA,768,4,E3,12
2019,LEMA,192,4,E4,3
2019,LEMA,256,4,E5,4
2019,LEMA,192,4,E6,3
2019,LEMA,896,4,F1,14
2019,LEMA,128,4,F2,2
2019,LEMA,384,4,F3,6
2019,LEMA,192,4,F4,3
2019,LEMA,192,4,F5,3
2019,LEMA,576,4,F6,9
