"","LEMA","2015","2016","2017","2018","2019","2020"
"1",1.15892762092005,0.324368922332507,4.94250092112005,0.376888204996355,0.0767158419826327,0.600771442179616,0.00446260869626618
"2",1.07910460340026,0.165978281895705,4.58611592323928,0.122901996315426,0.0699118510398636,0.698510637516742,0.14852046408082
"3",1.02331608038934,0.569230084166616,5.9377064173565,0.0794227616645859,0.274313844412832,1.16553926327224,0.0422988198220066
"4",1.01252564790358,0.245012684392879,5.33703902947458,0.100559325371834,0.00330373696123407,1.20579041059352,0.0943945165792348
"5",1.04114704284724,0.271910787701547,5.82617973017742,0.0198708010464144,0.0602050282838207,0.839586655136671,0.296796772153098
"6",1.13035690221661,0.0573372248010387,4.97564183486287,0.374998391130379,0.287860485120786,1.19800895738422,0.0399926451905377
"7",1.01770505868855,0.564038517823518,6.03369029745125,0.0275229054832301,0.0316109109355427,0.856141488398905,0.337647832986689
"8",1.02656666851884,0.0654623466785477,5.73285456105331,0.0118041926922755,0.0795868771855602,1.31816447537536,0.504603317421222
"9",1.00544133777439,0.0985927818729805,4.83960487030746,0.00699863136920013,0.11136015516668,0.902807909305093,0.0389887402635837
"10",1.00780996669918,0.13359914610824,4.94444672447713,0.0828644987420968,0.0132752987247987,0.611232760132301,0.323906442906225
"11",1.09406029408276,0.196433331461621,5.50138801037987,0.17809673129466,0.223812556818594,1.5470776894396,0.275302096380999
"12",1.01890707008455,0.23098558401631,5.4148138653857,0.229789259088794,0.109272144726803,0.818434007982362,0.207754240759391
"13",1.05590324815567,0.688792637402509,5.52663686178617,0.129473980194115,0.0903325101630153,0.693092454815558,0.258004868484582
"14",1.01731728590349,0.0796134239132865,5.96210741850333,0.411034257442546,0.142604110484707,1.34023516646492,0.0131791152506978
"15",1.01346733863904,0.0183432716787585,5.76219269451772,0.35982424709023,0.219953530116577,1.012612899371,0.297276086301317
"16",1.08624236794756,0.341917174149783,5.78425664420234,0.379432787971521,0.097988438869414,1.17562188250468,0.083632233298
"17",1.04918539264366,0.148128104314649,5.21050303000496,0.0535378095020116,0.0415001199291923,0.849602171218344,0.199614008162106
"18",1.00926945605069,0.0191478735076983,5.21321903686768,0.000626008465930035,0.0128577939185871,1.12652295269412,0.0804610853754898
"19",1.04947474863591,0.284420649484632,5.37587420582132,0.191107998350365,0.0287148624760913,0.659579663039143,0.142395491288211
"20",1.03629322332547,0.420680504605633,4.57542895330539,0.00795610561929714,0.0450445126038719,0.846647353654604,0.138155164054384
"21",1.02970572347641,0.128196239942447,5.92584463630867,0.0503851133999945,0.0870305581054559,0.975945387370723,0.183968346883444
"22",1.0038369963121,0.00358620664526237,5.45257431485606,0.165154619781551,0.0253443850767185,1.12155204034978,0.137182076108911
"23",1.01811573741464,0.440822197868199,5.5219323826304,0.0412659700775005,0.00860663576383829,0.770007226151955,0.289727850099464
"24",1.05535828089797,0.00344945860145598,6.17377226155373,0.0874368563317571,0.202196477502306,1.18552167027738,0.0396974360197923
"25",1.01125164957123,0.0573877513986703,5.13740019605927,0.114165823044404,0.150645964436687,0.709595630746577,0.387989865208654
"26",1.01434502923767,0.803646447992233,5.94811799260482,0.0462991940928466,0.103771525327497,0.851604020373742,0.393203417773122
"27",1.08150167905068,0.108477235861231,5.21481305930934,0.016676034125874,0.00994369983948297,0.784199837278708,0.547924367628961
"28",1.08798291541966,0.168513848505014,5.31701088781688,0.0434404623992254,0.00430631135374042,0.724550447904209,0.203844408492242
"29",1.07162414082018,0.289972300965159,4.77760425510595,0.0436568747098628,0.000351005856088884,0.881124157605971,0.245991389440796
"30",1.03472259529748,0.193233361428773,6.02320602304888,0.0841793182018332,0.0229217827826795,0.981833274379661,0.464437464794884
"31",1.02034403976467,1.30607304513071,6.12478640701645,0.0792336858142337,0.0271707473270644,1.75543352481445,0.494265410979254
"32",1.02037582727582,0.548190988503565,5.58192037021565,0.193994393513538,0.0373085606308916,1.16690163603977,0.284285870904693
"33",1.01616904214507,0.808091811222831,5.15145588131606,0.016361992634281,7.09063415637052e-07,0.5249719483413,0.035610364235662
"34",1.03229501595127,1.05897312845442,4.93696704930371,0.00854303076399005,0.00259832401851921,0.990657261668159,0.0981056785063399
"35",1.00707115592249,0.766547457814348,6.16261936037179,0.0652025930644974,0.0070506372451353,0.437251179356922,0.122875491039897
"36",1.06055032527796,0.226376641677859,5.39870852908617,0.00929385540624749,0.0328398317792132,0.382000245950542,0.0135198286156364
"37",1.04729256915271,0.0328210875982322,5.71152520959705,0.241125837373232,0.0518314501921849,0.765409397702582,0.307446684830548
"38",1.04441773364663,0.819984967763411,5.46015592389643,0.0385971507537352,0.00753539369286004,1.08655321007159,0.79797920083075
"39",1.05172480773244,0.443082533877294,5.49190498230668,0.185450540901545,0.00795791028355199,0.757115138195526,0.0815082918557411
"40",1.00283502397957,0.174281698442958,4.18954577090525,0.0737850870538345,0.140244974744346,0.461820504156643,0.0177887493718357
"41",1.04857814128566,0.064436842263856,5.16613471165689,0.0296408128931939,0.0741519150450268,0.977734562751875,0.193645532998617
"42",1.02058811196467,0.304657852299306,4.59305431239793,0.019513203987138,0.0632651339781181,0.697550985523841,0.055109375219226
"43",1.04963945014595,0.112514585037078,4.75268883396597,0.0503250693837563,0.0125364148372633,1.05678420264969,0.238988143034925
"44",1.01262484693714,0.55282732361351,5.63826305808958,0.000811724720866722,0.0392738859336428,0.777743762901105,0.0170196725902433
"45",1.19839515918414,0.02268553458955,5.97621694829737,0.120375646167079,0.0149610619221051,1.29280622097424,0.055155302974535
"46",1.05490536788143,0.152148582186326,5.23460390247713,0.00426302253007526,0.0221233695351828,0.803040645799232,0.059799250731587
"47",1.01361520217847,0.440800881327443,4.63255994144795,0.0742712492229139,0.0967986068185136,0.435845604315782,0.115782939490845
"48",1.06020343847413,0.14994393290216,4.91582949085992,0.151869691560167,0.0224830802669238,0.58055984770403,0.0843383156981269
"49",1.00328854857292,0.209957350454488,5.8480748545983,0.033521785519309,0.0572694698998169,1.28829557058697,0.124360803231853
"50",1.02030482971963,0.466593139111213,4.98146158147135,0.00723320005094523,0.0600652662459155,0.813652083663301,0.0501260622306122
"51",1.0058023361663,0.738745743449016,6.39592584930542,0.129468621882567,0.0676360033775391,1.12194048512287,0.742367563353899
"52",1.00614315265512,0.266219785616427,5.12330992598045,0.0233185765309113,0.0821207624792913,0.368854572163208,0.12020332191986
"53",1.05846025941858,0.876471931690563,4.86942899574198,0.0910815789945092,0.0193532174165437,0.915966450904439,0.568455823087138
"54",1.10870321408808,0.358231646575758,5.59777090699185,0.0541214990803435,0.0353345682586572,0.834690135490652,0.35883542975653
"55",1.0430148459937,0.299311013608218,5.10328823262309,0.0153825949223097,0.00405816088334005,0.489535649110238,0.486688690437976
"56",1.17676997989834,0.153346314196328,4.82110714866224,0.215710043080448,0.280696730966168,0.894516357647165,0.417114651646444
"57",1.05659346287426,0.813506647463392,5.90340591247596,0.0271665490998571,0.0119458070680447,0.856898587965435,0.0839506731182316
"58",1.003019271233,0.207860045602341,5.4909593632063,0.0047258340514313,0.0160661140382706,1.26179451157237,0.387968880111087
"59",1.00369132583259,0.222877710719451,4.75061554730275,0.377069517081805,0.00717451610673697,0.843214622240655,0.153822797996313
"60",1.0134569796738,0.109830594021587,5.72803725986781,0.0438639583957782,0.0761322943443562,0.861822440079324,0.209373506153723
"61",1.01304038737062,0.172857617685098,4.85759119304796,0.0169181893888123,0.00347653739677042,0.560320405581204,0.0810738457969107
"62",1.01111269206687,0.610409136179708,5.51239639152497,0.101854021935,0.00703373177243385,1.07722566914385,0.299073475639041
"63",1.02834722064343,0.145485858052056,4.96282066426547,0.051061381670936,0.0375310380368808,1.00283400571763,0.097236527159179
"64",1.00046711574835,0.988077211366401,6.38595760738294,0.172843770530295,0.0162472579594502,1.12590598381843,0.333601528777259
"65",1.02198224868501,0.0338248301630925,5.30016642329875,0.0178230251465746,0.0182030537079685,0.747006647456167,0.0244715926468041
"66",1.02493009761651,0.100292477942445,5.55958563844065,0.245659973501433,0.0698447242208793,1.13607175550119,0.481034209546026
"67",1.00823712628485,0.0810564404779954,5.51222721662145,0.0263941094629853,0.0696819487975879,0.927399519204271,0.740836872851176
"68",1.02744873609764,0.0808936935799118,6.39184039002066,0.0230204445020093,0.0156881644957262,0.513617947258973,0.178150164473291
"69",1.01109258105299,0.0610484439533881,4.74391812716743,5.9911643703472e-05,0.0808280321162819,0.369063497916549,0.129441063069746
"70",1.04042136694876,0.624948296183727,5.64431005920738,0.0530711444815469,0.0410199704100899,1.0643425874321,0.154766678103018
"71",1.06154008102597,0.322183053244578,6.14198542538407,0.055382174822738,0.0202487576301185,1.17277254138921,0.0473416349478095
"72",1.02592943633534,0.824131357493436,5.04151968056606,0.181640444674039,0.00953367048331042,1.15952010583232,0.0424184089537614
"73",1.00034931437791,0.244637269851551,4.80784878925359,0.0074166789326089,0.0182046017955975,1.00112168866434,0.500292698665936
"74",1.00193669819534,0.248791944862779,5.62773484675769,0.0626574807028912,0.032368130463871,0.863375034935759,0.339263998133505
"75",1.05890182485058,0.414191411701028,4.2969088272012,0.0942438046179401,0.0486422713961182,0.540354224568559,0.0459199313393574
"76",1.00716990213385,0.640357179950517,6.10147323443431,0.305826310005956,0.0178796192295028,0.794098862561525,0.0762239263801337
"77",1.08156524879713,0.300781758187085,4.73779959479672,0.112799555081382,0.023816453133065,1.16203435450065,0.11723104443402
"78",1.03780289308797,0.708810996748264,5.56166303333074,0.00923169913700232,0.104964904572846,0.799854688802315,0.205429890522549
"79",1.01139759200992,0.0407291761518178,5.38773005038838,0.067218466467204,0.0577154467008496,0.821670421949309,0.375477915160162
"80",1.00534198888048,0.101749808003091,4.98065350600768,0.0240354692247986,0.0208048490122834,0.895119794348115,0.077129483851586
"81",1.02330658666222,0.0275397386777841,5.21336715922511,0.143612534973812,0.0361825009883884,0.9801610771275,0.220221057627872
"82",1.04795928979144,0.209054744760209,4.61910673601993,0.215454741989095,0.00459854671899517,0.24327879905168,0.122287662581151
"83",1.04245635240597,0.334088449841146,5.7578871309607,0.0280850872416961,0.0751601101086843,0.999704338896627,0.414542857237352
"84",1.00670126189835,0.08916495170554,6.56533050116128,0.0356764191537448,0.00142684816322748,0.975185816544412,0.164790856382209
"85",1.02930600880588,0.150452812706319,6.23574919246542,0.0325535003367386,0.0112121517720631,0.587416059814316,0.229657176750907
"86",1.01722931225124,0.291632158176886,5.16137994541125,0.0313494548409853,0.0455719781209858,1.23083969378067,0.102798537652981
"87",1.03141583374118,0.154567302657069,5.92678961819002,0.12560325490303,0.0472133553553412,1.16449461540508,0.418238596601264
"88",1.0730779117964,0.0204941115050004,5.65871836047142,0.0184602658839108,0.00436714530158061,1.38839158054959,0.177774159484447
"89",1.03167466198179,0.285454484974057,5.81656992729311,0.000555668743533112,0.0585765056963271,1.24651579230898,0.4194327591227
"90",1.02016532160627,0.0270659600899075,5.06799885910538,0.239896584904568,0.0308142308174317,0.732753407613584,0.114227514694933
"91",1.00102822080982,0.182208938800449,5.29263448481416,0.149024589019328,0.0686211353359796,1.2336388745316,0.357753205901565
"92",1.04563934440104,0.182925780605152,5.4718218721574,0.0959055592905107,0.138854515873337,1.05716101536277,0.0957601813944276
"93",1.0577185570395,0.0643991237694106,5.41093627854342,0.000574703774859409,0.0322883298942599,0.693172987197105,0.031953869201866
"94",1.01068030360816,0.417109002238978,5.40549779432637,0.147349169535742,0.00615169507725079,1.35786487745866,0.0301749679939499
"95",1.03513773672856,0.311997783506357,4.77511847365412,0.244621089604502,0.111320894712947,0.583709919186747,0.312970416426118
"96",1.00494924680886,0.391334353262672,6.37083178096526,0.307382074527266,0.0114924891056317,1.07633903041892,0.663778708843557
"97",1.08750808766868,0.204536668618674,4.67616656990573,0.108296120038562,0.0217046908430047,1.09937984253361,0.105811014133928
"98",1.01103984968665,0.169017913792296,5.35680240777036,0.082783444437802,0.0381424248135266,0.933736522395221,0.0842885288496703
"99",1.00960126396052,1.16648085945597,5.45280272772125,0.382047588348625,0.0328904096765137,0.877969104891805,0.384561169475733
"100",1.14035030363614,0.16292444992467,4.77809023867989,0.031995245185588,0.0140514003566048,0.423674956285037,0.542627271459847
"101",1.02153170213687,0.04692897410003,5.07148678425643,0.186042216251945,0.0665239524487284,1.22853516623986,0.365405216833971
"102",1.03638168914569,0.298626972428494,5.62470117181842,0.118035738993512,0.027790141070039,0.741985072872396,0.246182812318305
"103",1.03281136599997,0.207574730822075,5.2597121974668,0.0234305341487526,0.000183996397245213,1.27565481487815,0.0641316224669239
"104",1.01429601564697,0.273859915691088,4.8999583077199,0.0092783225733223,0.0225698708112654,0.765989315134372,0.378680200017043
"105",1.01202218317591,0.458606343070403,5.36410807113812,0.181695762176636,0.0389803594237376,1.15754288384698,0.345238412195499
"106",1.00073120452148,0.107538312630732,5.4088102201237,0.11851156269993,0.00800619380285394,0.960158244743051,0.0159473380894649
"107",1.01142629794172,0.304886854847216,5.26687184196481,0.243714696994668,0.0514557697260514,1.0982709947479,0.636383742427318
"108",1.08116778938757,0.430276353962949,5.30232893732125,0.00322078473809784,0.018672347300039,1.05465480048108,0.366528553253685
"109",1.01375051748045,0.753997874665651,5.38225740181137,0.0295008273218263,0.0539419411110214,0.797861664685003,0.377980739015249
"110",1.00335411270323,0.588816720008905,5.68156760470224,0.102064307157568,0.0260736506963568,1.07505020969246,0.757540671838188
"111",1.01466025080845,0.2766838547043,5.44004436593129,0.0411707353043264,0.074856921922609,1.01908559927809,0.185603285492785
"112",1.03769161028292,0.621619968187475,5.23706384241206,0.0141815086580354,0.0249914396399872,1.28437566730296,0.241055940105321
"113",1.05441564035936,0.116178214024533,4.9183449480104,0.0958229148501776,0.0159187130720887,1.0209648538097,0.0131113610885429
"114",1.03293689582818,0.102944059072372,5.0998494430052,0.0433543384380973,0.185288987104403,0.894033756764273,0.290824120066823
"115",1.00968648678271,0.408784699064198,5.97281868993914,0.110962487649933,0.0966867071667931,1.00887961621119,0.0707802788570503
"116",1.0665736021001,0.036483435547786,5.49946085299084,0.00757416600395315,0.0742718683846912,0.921102594566611,0.13267623622129
"117",1.07385072330924,0.0999664064112303,5.83627987930934,0.0942126862499313,0.046201540403047,1.21509067129877,0.0995824943542434
"118",1.00316711541578,0.831371628171954,6.09733721216362,0.0189587737268914,0.0239764311238676,1.12918969825006,0.547317170363815
"119",1.02005114845633,0.0381692932146146,6.02241376064663,0.042179740517085,0.230433987611685,0.891808851916191,0.0818909742526117
"120",1.08754647204046,0.40515678501816,5.32168098983937,0.183272638360874,0.146312317897073,1.17612834767464,0.332149924102008
"121",1.02199488868945,0.114244467235359,6.049571080874,0.000584263992261534,0.0425295089863415,0.935657838220058,0.0820373619310998
"122",1.04487661376688,0.124335164714009,5.43880881873261,0.0447137861249521,0.0850460897328214,1.02561357262831,0.205201922233963
"123",1.0235422745611,0.273905171026506,5.41305139225127,0.0875484275002793,0.207930903145067,0.532021401787157,0.376338236624231
"124",1.00930665239289,0.0354900061634858,5.48502940888468,0.0260597852693084,0.0334619146906765,1.23237817245642,0.183378484215236
"125",1.01358311411015,0.667377155500872,5.347823196106,0.404269065727284,0.0455526663612717,1.20288582015853,0.187689415780266
"126",1.0532398415541,0.441371287032543,5.85314068176555,0.109379933921522,0.0871943153285188,1.24715434188802,0.108984275278697
"127",1.01499219801182,0.232280744736356,4.79744628176294,0.0374089716691425,0.0381886078794694,0.608529997926154,0.195632324232568
"128",1.01175453231881,0.385413047678045,5.43888602624389,0.816269462580259,0.0896469987580594,1.21899476712138,0.655058284174744
"129",1.00991395986473,0.4017910988746,5.42005637193106,0.0577222608010555,0.0566977320610183,1.08986280935029,0.271550775986034
"130",1.04500745997218,0.332266687624575,5.02051601730205,0.0180176129006319,0.013063908692753,0.895642078106643,0.152910025557359
"131",1.04906733602202,0.311189193871791,5.45657917155858,0.085924487804276,0.0849961540789688,0.67263731116148,0.270436580027194
"132",1.22717023009248,0.0762103090691836,5.2907673011731,0.00059096183212259,0.0253287467698965,1.23275448472031,0.0166056899550101
"133",1.19867405021984,0.287037061838575,5.86339267872105,0.0304854261442803,0.095482166793057,0.870218336335406,0.336145012138885
"134",1.00869169860035,0.389419205713596,5.33281733969119,0.0314740475167557,0.00191774271454978,0.844743914509869,0.176077418379796
"135",1.01925310577349,0.430632861550153,5.48765068662197,0.0601285513564154,0.171597061585535,1.57518261324868,0.200516306376066
"136",1.03070238196024,0.564914303225916,6.2357456908085,0.0644752927315606,0.0432877512618618,1.38645462553444,0.407489248847239
"137",1.19492071281377,0.592032724950504,5.43349127590905,0.0601393562890773,0.0184594440375315,0.917393425729907,0.354280293006007
"138",1.03116791104893,0.23197505086904,5.69715507345857,0.0523217096674088,0.0384134798579084,0.956441656083632,0.0661358471859675
"139",1.02732753497935,0.0638459027248872,5.49588360797998,0.0555035334344243,0.000938879446382022,0.904688593168644,0.249577439871819
"140",1.02977305902303,0.171990374664136,5.79935919078352,0.225079012975515,0.0607426467478467,0.800615412385851,0.0161437778684917
"141",1.02228378536909,0.287950657365458,5.93617747525849,0.309571617809362,0.00890816029995258,1.50025714230795,0.59592461082171
"142",1.01333178978065,0.226396384250816,5.91396278597197,0.0044919266869656,0.0163920094403985,1.11444090107802,0.208957994853525
"143",1.00697968598914,0.755342001106448,5.79458505161996,0.14331994837365,0.293059934867766,1.45204557620955,0.0865310698877946
"144",1.02517369492885,0.53226536896934,6.12596717432956,0.146951107952632,0.0424005912609155,1.38497664999966,0.310488218365103
"145",1.03236760277302,0.521852821497284,5.29580609780228,0.175538931568344,0.113171517601798,0.907630686453381,0.0106968012307985
"146",1.04092277629276,0.724871922622058,3.94944876615249,0.0503805617136362,0.0489353533616108,0.516852534877166,0.304883282920918
"147",1.05031363217562,0.244849565474011,4.87594812168674,0.0823153024673824,0.0131282954719513,1.3019021813792,0.26625014313959
"148",1.01131255635629,0.219166781042756,5.0038669714106,0.213578134029473,0.130745445940078,0.763806013696658,0.0550151245616457
"149",1.0007330317616,0.014585065186471,4.20616776550599,0.0924106211462768,0.0784152873161453,0.591365919929984,0.33576317663305
"150",1.02603621023543,0.192363230997758,5.3069890201484,0.103157496199681,0.0362052906126428,1.15273469921553,0.0813501130197433
"151",1.03839198111734,0.595204523763246,5.58570983003529,0.105916923581634,0.0227323665336868,1.3034418597619,0.581059721421119
"152",1.04848826038249,0.485582400584889,5.43831201199988,0.400641991374776,0.0202901994188086,1.53541046487979,0.108430999272572
"153",1.01159656175785,0.426946007122898,5.98371448683925,0.219698570949268,0.0309405724264615,0.831646431273195,0.141538354934757
"154",1.0158429939212,0.0797787168062443,5.5682346516087,0.116452276884897,0.00479861088821598,1.25741722539611,0.0580483054413945
"155",1.08525795182981,0.586854254066042,5.35645266299122,0.124840319890097,0.0604959320215961,0.90883991842198,0.107118617716612
"156",1.00619896951801,0.0661326704542776,5.60871522143403,0.116878203998447,0.0887536172263891,1.33196253152733,0.093073715730556
"157",1.00847530941554,0.086593315409922,5.05151412855655,0.0139933101003445,0.0190431216502903,1.24857365031096,0.277017462905723
"158",1.02273881567176,0.275452911293385,4.95749525826998,0.250265284786478,0.0534915038701115,0.858116059869017,0.427032185914897
"159",1.00209440853125,0.275983371688003,5.46746847670606,0.0954508708130181,0.033809589426344,1.48336855822112,0.206667552256664
"160",1.0290407858113,0.511472276931497,5.72753827151136,0.22269127343836,0.16859640637342,1.09652644182095,0.166210765289958
"161",1.02042133912438,0.0253191776738679,6.24566520322717,0.137306555782213,0.111563326483784,0.996973080331219,0.0151563551952953
"162",1.10602945439551,0.831206072124041,5.85735108652647,0.130542284724623,0.0625365327308476,1.09974475853889,0.223189800110864
"163",1.05860988251885,0.610885636491516,5.2536574425568,0.0242194900418266,0.0144613335263637,1.37776625050918,0.103878071993218
"164",1.18073366923115,0.267283527380847,5.61218953931444,0.164267193359015,0.0986517232903007,0.888793942656844,0.140479337710908
"165",1.02702540475054,0.708079991389513,5.38506419671231,0.0787393770259762,0.0402774510639098,1.41653623921263,0.616338712224997
"166",1.02033027605186,0.470174214263654,5.72996008689524,0.135922343514012,0.0330285678550529,1.25041114633893,0.263364113680662
